ASIN,StarRating,Title,ReviewLink,ReviewDate,AuthorName,VerifiedPurchase,ReviewText
B07DXQ46T8,2,Really wanted to love this controller...,https://www.amazon.com/gp/customer-reviews/R11UU489IVZNIP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DXQ46T8," January 18, 2019",Hernan C. Gil,Verified Purchase,As someone who adores the xbox 360 controller over the xbox one alternatives this particular controller was really appealing and since I'm a big fan of MSI when it comes to graphics cards it was an easy buy. Sadly after very little use (a few weeks at most) the left analog stick is now diverting towards the right and it's bad enough that many games are detecting it as movement and it doesn't return to a centered position after calibrating rendering my controller unusable.
B07F2RGWQV,3,C: Drive needs more space.,https://www.amazon.com/gp/customer-reviews/R112C165LA2KEO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2RGWQV," December 3, 2018",Matty,Verified Purchase,"I needed a PC for my Mother. Something basic, nothing crazy since I'm sure she wont be hardcore gaming or doing mass production on it all night. She hates the tower look that comes with most PC's, so she asked me to get her something like this. Did some research and figured this would be her best option only because I trust MSI way more than HP PC's (No offense to HP users. I've just always had problems with them)"
B07F2RGWQV,2,Tiny C: drive will cause problems,https://www.amazon.com/gp/customer-reviews/RHXOBQ2E8VGVG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2RGWQV," October 30, 2018",SteveH,Verified Purchase,"The C: drive is so small that it can barely fit Windows. If the programs you are going to add need to be installed on the C: drive it is likely they won't fit. The D: drive (where the bulk of the memory lies) is not an SSD. All the info is there in the product description, but I didn't process that most of the storage is on a second drive. So, one star for me for not catching that, and two stars for them for selling a setup that won't work for most users. At the price, it might be worth considering swapping out the C: drive. Otherwise, it all works as expected. Unfortunately for me, I threw out all the packing materials already."
B07F2RGWQV,1,Not happy,https://www.amazon.com/gp/customer-reviews/R3VJOOPFXWLLP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2RGWQV," January 23, 2019",Robert Kelly,Verified Purchase,Received this was excited till I plugged it in turned it on had a green line from top to bottom on screen and it was easier to send it back order another than having this fixed quicker too so sent it back and order another but from Acer
B07F2P4CQS,1,My Product was Rebuilt,https://www.amazon.com/gp/customer-reviews/RMM0IV1CNRDEL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," May 4, 2020",Samazon,Verified Purchase,"Defective out of the box. Crashes laptop on connection. Went to HP site for support and discovered the warranty had been started 9 months ago and there was no more connection support available on the product. It must be hard for Amazon to keep up with these kinds of sellers. Yep, double checked and its advertised as new."
B07F2P4CQS,5,Excellent Thunderbolt option and USB C - but UPDATE THE FIRMWARE!,https://www.amazon.com/gp/customer-reviews/R37E1JXSVFDHJN/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," December 4, 2019",TexaClone,Verified Purchase,"Using this with a Microsoft Surface Book 2 and a Microsoft Surface Laptop 3 as well as a Dell XPS 13 2-in-1 7390. I had trouble at first with the Surface Book 2 locking up and going to a black screen when I would bring it back from sleep, but I found the latest HP firmware on the HP support site, I actually installed it from the Surface Book 2 and the dock updated appropriately."
B07F2P4CQS,3,Doesn't Charge,https://www.amazon.com/gp/customer-reviews/R2W2H9HVEW6CQB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," June 13, 2020",Josh (Xaminmo) Davis,Verified Purchase,"HP pre-sales and post sales promised this would charge a specific HP laptop. It does not. Also, sometimes, it gets confused which screen is primary, or it resets one screen to 1024x768. It does not properly handle 3 screens. It does not pass the boot-screen either."
B07F2P4CQS,5,Works with Spectre 360,https://www.amazon.com/gp/customer-reviews/R1GXYBB34XCV5G/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," February 2, 2020",Jeremy Spring,Verified Purchase,This works great to charge and add extra displays to my Spectre 360 laptop. No complaints.
B07F2P4CQS,2,Nice physical design but too many issues,https://www.amazon.com/gp/customer-reviews/R35TMJWEI0D3VD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," July 3, 2020",vladidadi,Verified Purchase,"I'm using the docking station with a new HP Spectre 15"". When plugged into the station the computer will regularly wake up from sleep on it's own. I had to enable hibernate in Windows and start using that instead of sleep as a workaround. When the computer wakes up from either hibernate or sleep there are intermittent BSODs and the docking station will often start glitching (the mouse will start lagging and the audio out of the station's headphone jack will have static). The workaround I have found for that is to unplug the laptop from the docking station before bringing it out of hibernate/sleep and then plugging it back in once the computer is active. When I bought this thing I thought I'd be able to just tap the top of the dock to kick everything on but no such luck because of these issues. HP support said the G2 wasn't designed for Spectre laptops and suggested the HP Y0K80AA docking station. That one would charge way more slowly though as it is only 65W."
B07F2P4CQS,3,Does not work with HP Omen,https://www.amazon.com/gp/customer-reviews/RY5O11EJD4L4O/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," February 28, 2020",Jayme,Verified Purchase,Did not work with the HP Omen like HP customer support said.
B07F2P4CQS,1,Crashed my HP Zbook,https://www.amazon.com/gp/customer-reviews/R8NL2J4VFFX4F/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," September 7, 2018",Ernest,Verified Purchase,"I plugged it all in then went to HP site for latest drivers, downloaded, installed it, and after reboot my system never came back up. BSOD😫."
B07F2P4CQS,1,Junk,https://www.amazon.com/gp/customer-reviews/R266JNLCZFFPM2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2P4CQS," November 26, 2020",Lori,Verified Purchase,Don’t waste your money. This didn’t work straight out of the box. I should have listened to other reviews but I gave it a chance. Sorry I did.
B07DXC2ZRG,5,Great price,https://www.amazon.com/gp/customer-reviews/R20LRHFMVMWEAI/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DXC2ZRG," May 2, 2019",Wade Miracle,Verified Purchase,Fast fast fast
B07DXCXJNB,5,Fantastic!,https://www.amazon.com/gp/customer-reviews/R2QZTB9RI56CRK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DXCXJNB," March 26, 2019",J. J. Smith,Verified Purchase,Love my desktop!
B07F2MGRBC,1,The Theranos of Docking Stations,https://www.amazon.com/gp/customer-reviews/R3498LB3YJKVW1/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," September 23, 2019",Jim,Verified Purchase,For starters simply finding the correct dock for my new HP laptop turned out to be a bad science project. NO description of any kind on HP websites to specifically define to customers WHICH port replicator goes with WHICH laptop. In fact the HP website is nothing short of a labyrinth of opaque worthless instructions and endless do-loops sending you to more and more useless pages with NO opportunity to ever figure out how to speak to a human being. This after paying over $300 for a docking station.
B07F2MGRBC,1,Do not buy from this seller! BEWARE,https://www.amazon.com/gp/customer-reviews/R3CU7HI8X9QF87/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," January 3, 2020",Jasems,Verified Purchase,"I bought this item despite the negative reviews and should have known better. The video ports did not work at all, the would detect a monitor but never output anything to them. I tried several different monitors and ports but all with the same results. The power and USB ports worked, but I wanted it for the monitor outputs."
B07F2MGRBC,1,USB Ports do not work. Should have listened to warnings of other bad reviews.,https://www.amazon.com/gp/customer-reviews/R1NYDY56WPSDM0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," November 11, 2019",Jonathan Hale,Verified Purchase,"I knew the reviews for this docking station were poor, but I had liked HP products in the past so I decided to give it a chance. However, the product does not work. The USB ports on the docking station do not work with my brand new Windows 10 HP ZBook G4. I wasted several hours updating drivers, changing BIOS settings, running HP SupportAssist, following online tutorials. Nothing resolved the issue. The monitor ports do work."
B07F2MGRBC,5,A perfect dock for HP ZBook,https://www.amazon.com/gp/customer-reviews/R2D3M6V6AP8D8U/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," August 5, 2019",L. West,Verified Purchase,"It comes with a dual power/USB3 connector that's magnetically connected, so you can insert them both simultaneously with one motion. Makes for very fast connection. I have three of these docks at three offices and go between them quickly. The speed and internet connection is wonderful. I drive multiple screens. The only issue is that it took me a while to figure out the top cover which is a button that turns on the computer. If it's lit, hitting the button turns your computer off, so don't hit it again. And at first, I kept hitting it accidentally plugging things in."
B07F2MGRBC,3,"Price is ridiculous, but HP has you cornered.  Cheaper hubs overheat.",https://www.amazon.com/gp/customer-reviews/R3J5PKNFDPPXEP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," June 9, 2020",Nate's Mom,Verified Purchase,"After spending 2.1K on a HP zbook, it was irritating to have to spend another $260 on a doc station in order to connect two monitors, speakers, two external drives, printer, film scanner, and miscellaneous USB devices -- yes, I work from home and have a lot of computer accessories. Tack onto the doc cost two DisplayPort cables as that is the only (usable) monitor input on the doc. I used to work for HP and still have stock -- honestly, with this fleecing of America, you'd think their stock would actually get off the ground!! If you buy a Surface Slow, you can get a Microsoft doc station for under $100. Obviously, we all decide what is most important to us. The good news is, I love the 4TB, 64GB RAM zbook which can handle SQL Server. with grace."
B07F2MGRBC,1,MAKE SURE YOUR LAPTOP IS COMPATIBLE BEFORE PURCHASE,https://www.amazon.com/gp/customer-reviews/R1H6CBDSF8RU37/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," April 6, 2020",Barbara Naslund,Verified Purchase,MAKE SURE YOUR LAPTOP IS COMPATIBLE BEFORE PURCHASE. I talked to HP tech support on a docking station for my New OMEN laptop. The person recommended this unit. It is not compatible with my OMEN laptop. If this would had worked with my laptop it would have been great. Very disappointed in HP tech rep telling to purchase this unit.
B07F2MGRBC,2,"""w/ Combo Cable"" doesn't mean what you think it does",https://www.amazon.com/gp/customer-reviews/RGADJGHR4EBU3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," June 18, 2019",Justin Block,Verified Purchase,"Short version - Dock is great, but doesn't come with a ""combo cable"" which I think would include both power and connections, only the connections (via USB C) NO POWER. Finding that power cable is a royal PITA."
B07F2MGRBC,5,G2 cable wont make you pull your hair out.,https://www.amazon.com/gp/customer-reviews/RMQRI51R5113J/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07F2MGRBC," December 10, 2018",Artur Kania,Verified Purchase,Whoever designed the cable for the HP TB3 dock G1 should be whipped by it. The G2 cable addresses all those issues and the modular design allows you to add a conferencing speaker/mic.
B07DX9592Z,2,Don't buy this Laptop,https://www.amazon.com/gp/customer-reviews/R1R7TXG3HVDABT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DX9592Z," June 23, 2019",Ben Owens,Verified Purchase,"Spent over $1,400 for it and Realtek PCI wireless adapter just kept crashing. I Downloaded latest driver from Realtek still didn't work. I'm sure it's just a software compatibility issue that will probably get fixed with an update sometime in the future, but basic the computer didn't hook up to network or internet. Don't produce a machine that does function fully. I ended up spending more $$$ on USB Wi-Fi adapter. Also Low battery life."
B07DX8NV1K,5,HP flagship!,https://www.amazon.com/gp/customer-reviews/RBHNGV5102SPV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DX8NV1K," December 13, 2018",Christopher Binns,Verified Purchase,"Stunning, razor sharp 4K screen, fast processing marred by poor battery like. Other than that, I LOVE this PC!!"
B07DX8NV1K,1,"Its okay, but you can find better.",https://www.amazon.com/gp/customer-reviews/R44APMFVLG8QG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DX8NV1K," January 7, 2019",Rahim M.,Verified Purchase,Pros
B07DWP24Y1,5,Gift,https://www.amazon.com/gp/customer-reviews/RD6QZ4CSQ8FOD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWP24Y1," January 19, 2019",MAE,Verified Purchase,Purchased as a gift. They really like it.
B07DWP24Y1,4,Great gaming laptop,https://www.amazon.com/gp/customer-reviews/R2ZKR0KUM5BB2U/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWP24Y1," February 7, 2020",DW,Verified Purchase,Excellent product this is my 2and laptop from asus
B07DX865XJ,5,HP flagship!,https://www.amazon.com/gp/customer-reviews/RBHNGV5102SPV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DX865XJ," December 13, 2018",Christopher Binns,Verified Purchase,"Stunning, razor sharp 4K screen, fast processing marred by poor battery like. Other than that, I LOVE this PC!!"
B07DX865XJ,1,"Its okay, but you can find better.",https://www.amazon.com/gp/customer-reviews/R44APMFVLG8QG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DX865XJ," January 7, 2019",Rahim M.,Verified Purchase,Pros
B07DQT33HG,1,Major Quality Control Issues,https://www.amazon.com/gp/customer-reviews/RHF7VJSUDYU43/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," June 25, 2019",Bknight,Verified Purchase,"We purchased two of the Lenovo Thinkpad's on the same order as well as a third on a previous order. When we activated the first computer, it worked flawlessly for a few days and then began having problems that required hard reset or Windows updates. After a few days of issues and much lost productivity, we got the feared ""Blue Screen of death"" and had to call in for IT support. After over $500 in technician time and no resolution to the issues, we called Lenovo and the technician determined right away that it was a bad CPU or motherboard."
B07DQT33HG,4,Second time is a charm,https://www.amazon.com/gp/customer-reviews/R1TM72U8LEZRZ3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," January 26, 2019",Angela M. Hinnegan,Verified Purchase,"Although my first laptop was a lemon, tech support was very helpful and shipped out a new thinkpad as soon as mine was returned. Second one works like a charm."
B07DQT33HG,5,It's a workhorse,https://www.amazon.com/gp/customer-reviews/R2NAJ4RUMU5523/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," July 26, 2019",Michael Sean Wade,Verified Purchase,"While admittedly I feel it's a bit early for a review, Amazon's bugging me for one, so here's my initial impression: this machine is pretty beastly. While it admittedly isn't a game-changing gamer rig, it does what needs doing quickly and reliably. The fingerprint reader in particular has proven solid for logging in, and while it's less than a month old, I haven't had any immediate issues yet, so I'll keep my fingers crossed. As far as packaging, it arrived well-packaged with all the expected parts and came out of the box ready to play. Installation of all of my needs for it (not insubstantial) was a fair bit quicker than I expected, and rather than leaving it overnight to manage all its updates, I found myself feeling like I might have forgotten something because it ran through all the paces so quickly. It makes the grade for me so far, now give me that gift card, Amazon."
B07DQT33HG,1,save your money,https://www.amazon.com/gp/customer-reviews/R19JE0KYEX1DI9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," December 1, 2019",Beverly Hills Attorney 11,Verified Purchase,"This is an absolute joke. Bought this computer a little over a year ago. Six months in, the internal battery died. One year in, the computer became completely nonfunctional. Constant freezing and crashing, serious challenges updating the OS, battery failure, constant screen blackouts, entire days when the computer refused to turn on, the computer was struggling to run basic programs--literally struggling with internet browsers and Microsoft Word, let alone any actual heavy duty programs. Have taken the laptop to my university's tech department four times, only for them to inform me that parts of this laptop appear to have been replaced with older parts. Tech department was continuously surprised when I mentioned how new the laptop was. I was sold a defective device, and no party has accepted any real responsibility. This was already a serious financial stretch for a piece of equipment I need every single day for university. Completely unacceptable, has caused me a ton of stress and frustration. Do yourself a favor and avoid buying from this seller, it'll probably be cheaper in the long run to buy directly from the computer manufacturer."
B07DQT33HG,5,Genial desemt,https://www.amazon.com/gp/customer-reviews/R3NLV83Y7V1B84/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," November 22, 2018",Amazon Customer,Verified Purchase,"La mejor que pude haber comprado, soy diseñador y animador así que es justo lo que esperaba"
B07DQT33HG,5,As advertised and the I definitely recommend getting from oemgenuine (seller),https://www.amazon.com/gp/customer-reviews/RYMMD7E27EWVR/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," September 25, 2019",Sid,Verified Purchase,I was a bit unsure if I should be shipping this from the US to India but I'd confidently recommend it now. The product reached me before time.
B07DQT33HG,5,"Lightening fast, perfect business laptop",https://www.amazon.com/gp/customer-reviews/R1ZKFFLR4IG49V/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," May 27, 2019",Keith Westergaard,Verified Purchase,"This is exactly what I was looking for. It is lightening fast. The Solid State Drive means ultra fast boot times. There is more than enough space. If you are looking for a business laptop, look no further."
B07DQT33HG,5,"As advertised. Coming from an old, old, old Lenovo so this new one is lovely.",https://www.amazon.com/gp/customer-reviews/R876V6GEIFOZD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQT33HG," August 3, 2019",Lisa and Josh,Verified Purchase,"My 14 year-old Lenovo kept on trucking, but even with a SSD in place of the mechanical it was too much to bear. The quad core i7 processor and the NVIDIA P500 Quadro graphics have made all the difference in the world. Laptop arrived much more quickly than Amazon indicated, but I live in a neighboring state to the seller so I hardly had to wait."
B07DWMFZBC,5,Gift,https://www.amazon.com/gp/customer-reviews/RD6QZ4CSQ8FOD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWMFZBC," January 19, 2019",MAE,Verified Purchase,Purchased as a gift. They really like it.
B07DWMFZBC,4,Great gaming laptop,https://www.amazon.com/gp/customer-reviews/R2ZKR0KUM5BB2U/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWMFZBC," February 7, 2020",DW,Verified Purchase,Excellent product this is my 2and laptop from asus
B07DWL66HT,5,Gift,https://www.amazon.com/gp/customer-reviews/RD6QZ4CSQ8FOD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWL66HT," January 19, 2019",MAE,Verified Purchase,Purchased as a gift. They really like it.
B07DWL66HT,4,Great gaming laptop,https://www.amazon.com/gp/customer-reviews/R2ZKR0KUM5BB2U/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DWL66HT," February 7, 2020",DW,Verified Purchase,Excellent product this is my 2and laptop from asus
B07DQV7MH5,1,DO NOT BUY,https://www.amazon.com/gp/customer-reviews/R142FTXA33QE0L/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQV7MH5," March 25, 2019",Amazon Customer,,This is the first review I have ever written and I have to warn you to not buy this computer. I have had it for 6 months and it has been in the repair shop 3 times. The last time I sent it in they charged me $300 to replace the hard drive and I don’t even know if the problem is resolved. It’s been in the repair shop for almost the past month and I still don’t have it back yet.
B07DQMYYPC,5,"18 month old computers, upgraded",https://www.amazon.com/gp/customer-reviews/R23S19A1CYR7CL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," June 15, 2019",K. Ryan Kane,Verified Purchase,"Here is what you are getting. These laptops were assembled in late 2017 with the latest Intel i7 quad core processors and 8RAM and SSD. They were probably sitting in inventory somewhere and offered at a discount. This seller upgraded them to 16RAM and 512 SSD. If you compare this package with what Lenovo is offering as new, you would have to pay several hundred dollars more for new even if you upgraded on your own."
B07DQMYYPC,5,This laptop loves to multitask,https://www.amazon.com/gp/customer-reviews/R30LCP8PA6OBYG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," March 26, 2019",Richard Cavanaugh,Verified Purchase,I’m actually using this laptop strictly for recording music... music performed by me. Running the latest ProTools and this baby just laughs and wants more. Let’s see in a few months if my opinion changes.
B07DQMYYPC,1,BLUE SCREEN!!,https://www.amazon.com/gp/customer-reviews/RUK4OBKKELQA3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," December 27, 2019",Jonathan,Verified Purchase,"I've never been as disappointed as I am now. This laptop has the specs and the brand quality to last for several good years, yet only after less than 1 year (!!) the hardware just gave up.. Went to an official Lenovo lab for 4 (!!!!!) times (and never went to a non-official one), yet the Blue Screen won't stop haunting this damn laptop, ruining my schedule and ability to focus on my studies. I know a thing or two about computers and how to take care of them, and despite all my efforts to treat this one with silky gloves, it keeps disappointing time after time.."
B07DQMYYPC,5,Great laptop,https://www.amazon.com/gp/customer-reviews/R2P1SE549FY4FW/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," March 5, 2020",Timothy L. Dalley,Verified Purchase,Works great. Well built.
B07DQMYYPC,5,Great business laptop.,https://www.amazon.com/gp/customer-reviews/R2SULAVEZUAGCT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," August 23, 2019",Paul Griffith,Verified Purchase,Did a lot of research before buying. This had everything I needed for work and more. Should last me a good while without going out of date.
B07DQMYYPC,1,Lenovo is really bad,https://www.amazon.com/gp/customer-reviews/R19LYVLGZICD4A/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," July 13, 2019",Gardenguy,,"Words can't describe how dissatisfied I've been with Lenovo products. I really don't get why people like them. My work computer is a Lenovo laptop and it's horrible, and my personal computer is a Lenovo laptop and it's horrible. I'm looking into getting a new computer as mine is only a couple years old and I can't stand it anymore. I bought it for video editing and it is just about useless for that. I bought it directly from Lenovo and don't understand how they build computers that have the capacity to run Premiere Pro, as in processor speed, video card, and RAM that are supposed to be enough to handle video, yet I get maybe two seconds of playback in PP before the video freezes, and sometimes the audio freezes as well, even when set to the lowest possible resolution for playback. The processor is always maxed out, even when I'm only running a browser and one program. Ever since I got it, if you bump the computer at all while playing a video file the video freezes with digital glitches all over the video image, which is probably due to the cheap hard drive. It may not be solid state, but I've never had this problem with any other SATA drives."
B07DQMYYPC,1,Battery died in less than a year,https://www.amazon.com/gp/customer-reviews/R35UDCN8GOA1PK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQMYYPC," August 19, 2019",Yikorff21,,wouldn't charge anymore
B07DQG9GQY,5,Powerful little laptop,https://www.amazon.com/gp/customer-reviews/R2DTQIT6QG1970/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," July 23, 2019",Michelle,Verified Purchase,"So far, I haven't had any issues running all my Adobe graphics programs all at once. My last few PCs couldn't open more than 2 at once and it was really slowing me down. One issues, I can't match my larger monitor color profile for some reason even when I select it, so I don't like it when I'm traveling and can't connect to a larger monitor and see the color hues I'm used to. Greens and blues look slightly different, even with the right palette chosen, so the graphics card is just too different. If you're not a graphics person, you won't even notice this, and it's very quick to boot up and launch programs too. I like the fingerprint security option."
B07DQG9GQY,5,"Out of the box and working great,  FAST.  No issues.  VERY fast delivery",https://www.amazon.com/gp/customer-reviews/RVCO5VZQAKLZV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," February 5, 2020",Sanford S.,Verified Purchase,"Out of the box and working great, FAST. No issues. VERY fast delivery"
B07DQG9GQY,5,Great,https://www.amazon.com/gp/customer-reviews/R1AU16UDR7V6EY/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," January 17, 2019",Ghost,Verified Purchase,Lenovo makes some great machines. Very much enjoy Lenovo laptops and for my first thinkpad I think it was worth the the money
B07DQG9GQY,3,Bad experience...,https://www.amazon.com/gp/customer-reviews/R2N51MMCT28Q4/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," May 15, 2020",Amazon Customer,Verified Purchase,"The good: The company, computer upgrade king, has an amazing customer service team. Jesse and Derek did everything possible to to undo what their hardware guys did."
B07DQG9GQY,2,Throttling Issues,https://www.amazon.com/gp/customer-reviews/RPW663O8MEPND/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," October 16, 2019",SweetMonia,Verified Purchase,"Love the trackpoint & the thin design, but the keyboard keys can be a bit too small. My main issue with this laptop is how it throttles way too much. It made it one of the worst laptops I ever used. I tried updating the bios and many other fixes to no avail. Lenovo sure failed miserably with this model."
B07DQG9GQY,5,Price matches the configuration,https://www.amazon.com/gp/customer-reviews/RCDJ7VMDXWIP8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," December 29, 2019",Bittu,Verified Purchase,"Initially, I thought the price was a little high but later after using it. I came to know that the price matches the configuration."
B07DQG9GQY,5,Works as advertised,https://www.amazon.com/gp/customer-reviews/R1C1ODMS1HK8M6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," August 18, 2019",Michael OConnor,Verified Purchase,Good value ...
B07DQG9GQY,5,"Very fast computer, great for development.",https://www.amazon.com/gp/customer-reviews/R16ZGQT3G1C5O/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQG9GQY," June 10, 2019",Greivin Marin,Verified Purchase,"Very fast computer, great for development."
B07DQSD7PN,1,Major Quality Control Issues,https://www.amazon.com/gp/customer-reviews/RHF7VJSUDYU43/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQSD7PN," June 25, 2019",Bknight,Verified Purchase,"We purchased two of the Lenovo Thinkpad's on the same order as well as a third on a previous order. When we activated the first computer, it worked flawlessly for a few days and then began having problems that required hard reset or Windows updates. After a few days of issues and much lost productivity, we got the feared ""Blue Screen of death"" and had to call in for IT support. After over $500 in technician time and no resolution to the issues, we called Lenovo and the technician determined right away that it was a bad CPU or motherboard."
B07DQSD7PN,4,Second time is a charm,https://www.amazon.com/gp/customer-reviews/R1TM72U8LEZRZ3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQSD7PN," January 26, 2019",Angela M. Hinnegan,Verified Purchase,"Although my first laptop was a lemon, tech support was very helpful and shipped out a new thinkpad as soon as mine was returned. Second one works like a charm."
B07DQSD7PN,5,It's a workhorse,https://www.amazon.com/gp/customer-reviews/R2NAJ4RUMU5523/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQSD7PN," July 26, 2019",Michael Sean Wade,Verified Purchase,"While admittedly I feel it's a bit early for a review, Amazon's bugging me for one, so here's my initial impression: this machine is pretty beastly. While it admittedly isn't a game-changing gamer rig, it does what needs doing quickly and reliably. The fingerprint reader in particular has proven solid for logging in, and while it's less than a month old, I haven't had any immediate issues yet, so I'll keep my fingers crossed. As far as packaging, it arrived well-packaged with all the expected parts and came out of the box ready to play. Installation of all of my needs for it (not insubstantial) was a fair bit quicker than I expected, and rather than leaving it overnight to manage all its updates, I found myself feeling like I might have forgotten something because it ran through all the paces so quickly. It makes the grade for me so far, now give me that gift card, Amazon."
B07DQSD7PN,1,save your money,https://www.amazon.com/gp/customer-reviews/R19JE0KYEX1DI9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQSD7PN," December 1, 2019",Beverly Hills Attorney 11,Verified Purchase,"This is an absolute joke. Bought this computer a little over a year ago. Six months in, the internal battery died. One year in, the computer became completely nonfunctional. Constant freezing and crashing, serious challenges updating the OS, battery failure, constant screen blackouts, entire days when the computer refused to turn on, the computer was struggling to run basic programs--literally struggling with internet browsers and Microsoft Word, let alone any actual heavy duty programs. Have taken the laptop to my university's tech department four times, only for them to inform me that parts of this laptop appear to have been replaced with older parts. Tech department was continuously surprised when I mentioned how new the laptop was. I was sold a defective device, and no party has accepted any real responsibility. This was already a serious financial stretch for a piece of equipment I need every single day for university. Completely unacceptable, has caused me a ton of stress and frustration. Do yourself a favor and avoid buying from this seller, it'll probably be cheaper in the long run to buy directly from the computer manufacturer."
B07DQSD7PN,5,Genial desemt,https://www.amazon.com/gp/customer-reviews/R3NLV83Y7V1B84/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07DQSD7PN," November 22, 2018",Amazon Customer,Verified Purchase,"La mejor que pude haber comprado, soy diseñador y animador así que es justo lo que esperaba"
